RecordedDate,PID,E1 _1,E1 _2,E1 _3,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,A1 _1,A1 _2,A1 _3,A2 _1,A2 _2,A2 _3,A3_1,A3_2,A3_3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N3_1,N3_2,N3_3,O1_1,O1_2,O1_3,O2_1,O2_2,O2_3,O3_1,O3_2,O3_3,DIAMONDS_1,DIAMONDS_2,DIAMONDS_3,DIAMONDS_4,DIAMONDS_5,DIAMONDS_6,DIAMONDS_7,DIAMONDS_8,Emotion_1,Emotion_2,Emotion_3,Emotion_4,Emotion_5,Emotion_6,Emotion_7,Emotion_8,Di_Sit_1,Di_Sit_2,Di_Sit_3,Di_Sit_4,Di_Sit_5,Di_Sit_6,Di_Sit_7,Di_Sit_8,Di_Sit_9,Di_Sit_10,n
2023-11-03 12:40:55,43,2,NA,4,4,NA,1,4,5,NA,5,NA,1,5,5,NA,5,NA,1,5,NA,1,NA,5,1,NA,1,1,2,NA,4,1,4,NA,NA,5,1,NA,1,5,5,NA,4,NA,2,5,2,2,1,1,5,1,1,4,1,1,1,1,5,4,1,1,1,2,1,2,2,2,2,2,1,2,59
2023-11-03 14:21:04,43,NA,4,2,2,2,NA,NA,4,2,5,1,NA,5,NA,1,NA,1,1,NA,2,2,NA,5,1,5,NA,1,1,NA,5,1,NA,1,5,5,NA,NA,2,4,NA,4,2,2,NA,4,5,5,1,1,5,2,1,3,1,1,1,1,5,2,1,4,1,2,1,2,2,2,2,2,2,1,59
2023-11-03 16:14:31,43,1,NA,3,NA,2,2,1,NA,5,5,NA,1,NA,5,1,4,2,NA,4,1,NA,1,NA,5,NA,1,1,1,1,NA,4,NA,4,2,2,NA,5,NA,4,5,5,NA,2,NA,2,1,2,1,1,5,2,1,1,1,4,4,1,5,4,1,4,2,2,2,2,2,1,2,1,2,2,59
2023-11-04 08:21:52,43,NA,5,1,NA,1,2,NA,5,1,5,NA,1,5,5,NA,NA,1,1,5,NA,1,5,NA,1,5,NA,1,4,2,NA,1,NA,1,5,5,NA,NA,1,5,NA,5,5,4,NA,1,2,5,1,1,5,4,1,5,1,1,4,5,5,4,5,1,2,2,1,2,2,2,2,2,2,2,59
2023-11-04 11:28:56,43,5,5,NA,4,NA,4,5,NA,1,NA,1,1,5,NA,1,5,1,NA,NA,1,1,5,5,NA,5,NA,1,NA,5,2,NA,5,1,5,NA,1,5,NA,5,NA,5,5,NA,5,4,5,5,1,1,5,4,1,5,1,5,4,1,5,1,5,1,2,2,1,2,2,2,2,2,2,2,59
2023-11-04 15:20:00,43,NA,5,1,4,NA,4,NA,2,1,5,1,NA,5,5,NA,5,2,NA,5,NA,1,4,NA,2,NA,1,1,5,1,NA,1,NA,1,4,4,NA,5,1,NA,NA,1,1,1,2,NA,5,5,1,1,4,4,1,5,4,1,4,1,5,5,4,1,1,1,1,2,2,1,2,2,2,2,59
2023-11-05 10:30:16,43,4,4,NA,3,NA,2,2,4,NA,5,NA,1,NA,5,5,3,NA,2,5,NA,2,2,NA,4,NA,1,1,4,4,NA,1,NA,4,4,NA,2,5,NA,4,4,NA,4,2,4,NA,5,5,1,1,5,1,1,5,1,2,1,1,5,4,1,1,2,2,1,2,2,2,2,1,2,2,59
2023-11-05 12:09:59,43,NA,2,2,NA,2,4,4,NA,1,NA,1,1,NA,5,1,5,1,NA,5,1,NA,NA,4,2,NA,1,1,1,NA,4,1,4,NA,4,5,NA,5,2,NA,NA,5,5,1,2,NA,5,5,2,1,4,4,1,5,1,4,1,4,5,4,4,4,1,2,1,2,2,1,2,2,2,2,59
2023-11-05 14:15:13,43,5,NA,1,4,NA,2,2,NA,2,5,1,NA,5,NA,1,5,1,NA,5,NA,1,NA,4,2,NA,2,1,4,NA,2,NA,5,1,5,5,NA,5,NA,4,2,NA,1,2,1,NA,5,5,1,1,4,4,1,5,1,1,1,1,5,4,1,1,1,1,1,2,2,1,2,2,2,1,59
2023-11-05 18:13:46,43,5,5,NA,4,NA,4,4,4,NA,5,1,NA,5,5,NA,5,NA,4,NA,1,1,2,NA,1,2,1,NA,NA,4,4,1,4,NA,5,5,NA,NA,4,5,2,NA,2,4,NA,2,5,5,1,1,5,2,1,5,1,1,1,1,5,4,4,4,2,2,1,2,2,2,2,2,1,2,59
2023-11-06 10:23:39,43,2,NA,4,NA,2,4,NA,4,2,5,1,NA,5,5,NA,3,NA,1,NA,1,1,4,2,NA,5,1,NA,2,2,NA,1,NA,4,5,5,NA,5,NA,5,NA,5,4,NA,1,3,5,5,1,1,5,1,1,2,1,4,1,1,5,4,4,1,1,2,1,1,2,2,2,2,1,1,59
2023-11-06 12:07:32,43,1,NA,4,4,4,NA,2,NA,4,5,1,NA,5,NA,1,NA,1,1,NA,1,1,NA,4,4,5,NA,1,NA,2,5,NA,4,4,2,NA,4,5,NA,5,5,NA,5,2,NA,2,5,5,1,1,4,4,1,4,1,2,1,1,4,4,1,4,1,2,2,2,2,2,2,2,2,1,59
2023-11-06 14:17:59,43,1,1,NA,1,NA,4,5,NA,2,NA,1,1,5,5,NA,5,1,NA,NA,1,1,NA,5,2,5,NA,1,2,NA,4,1,5,NA,5,5,NA,5,2,NA,NA,5,4,2,2,NA,5,5,1,1,4,2,1,2,1,1,1,4,4,4,1,1,1,2,1,2,2,2,2,2,2,2,59
2023-11-06 16:05:06,43,1,1,NA,2,NA,4,NA,2,2,NA,1,1,5,5,NA,5,NA,1,5,NA,1,5,NA,1,5,NA,1,NA,2,4,NA,4,4,NA,2,4,5,NA,4,5,4,NA,2,4,NA,2,2,1,1,5,2,1,1,1,4,1,1,4,1,1,1,1,2,1,2,2,1,2,2,2,2,59
2023-11-06 18:58:41,43,5,4,NA,NA,4,2,2,NA,2,5,NA,1,5,NA,1,5,1,NA,5,1,NA,4,2,NA,5,NA,1,NA,4,4,1,NA,2,5,NA,1,NA,2,4,NA,5,5,2,NA,4,5,5,1,1,5,1,1,4,1,1,1,1,4,4,1,4,1,2,1,2,2,1,2,1,2,1,59
2023-11-07 09:03:21,43,2,2,NA,2,2,NA,4,NA,2,NA,2,2,4,4,NA,4,2,NA,NA,1,1,NA,5,1,5,1,NA,NA,2,2,NA,4,2,NA,5,2,5,NA,5,4,NA,4,2,2,NA,5,5,1,1,5,2,1,4,1,2,1,4,4,4,1,4,1,2,1,2,2,2,1,2,1,2,59
2023-11-07 10:10:20,43,4,NA,1,2,2,NA,NA,2,2,5,1,NA,NA,5,1,NA,1,1,NA,1,2,NA,4,2,5,1,NA,4,2,NA,2,4,NA,4,NA,2,5,2,NA,5,NA,5,2,NA,4,5,5,1,1,4,4,1,5,4,2,1,1,4,4,1,1,1,2,1,2,2,2,2,2,2,1,59
2023-11-07 12:22:04,43,4,NA,4,2,NA,4,4,NA,2,5,NA,2,5,NA,1,5,1,NA,4,2,NA,NA,5,1,5,NA,1,4,2,NA,1,2,NA,2,NA,4,5,NA,5,4,NA,4,2,NA,5,5,5,1,1,4,1,1,4,1,1,1,1,4,4,1,4,1,2,1,2,2,1,2,2,1,2,59
2023-11-07 14:12:40,43,5,NA,1,5,4,NA,NA,5,1,5,NA,1,5,4,NA,5,1,NA,NA,1,1,5,NA,1,5,NA,1,1,4,NA,NA,5,2,5,5,NA,NA,1,5,4,NA,4,1,NA,5,4,5,1,1,5,1,1,4,1,1,1,5,5,4,5,1,1,2,1,1,2,2,2,2,1,2,59
2023-11-07 16:43:17,43,4,4,NA,NA,2,2,4,NA,4,5,1,NA,5,5,NA,5,NA,1,NA,1,1,NA,4,1,5,NA,1,4,NA,2,2,5,NA,NA,4,2,NA,1,5,5,NA,5,2,NA,4,5,5,1,1,4,2,1,4,1,1,1,1,4,4,2,2,1,2,2,2,2,1,2,2,2,1,59
2023-11-08 09:05:41,43,NA,2,1,NA,3,1,2,NA,4,NA,1,1,5,5,NA,5,NA,1,NA,1,4,4,2,NA,5,NA,1,1,2,NA,NA,5,2,4,4,NA,5,2,NA,NA,5,5,4,1,NA,5,5,1,1,4,1,1,3,1,2,1,1,4,1,1,1,2,2,1,1,2,1,2,1,1,2,59
2023-11-08 10:03:29,43,4,NA,2,2,NA,4,NA,2,4,5,1,NA,5,5,NA,5,1,NA,5,1,NA,2,4,NA,5,1,NA,4,2,NA,1,5,NA,2,NA,4,5,NA,2,5,NA,5,NA,2,2,5,5,1,1,4,1,1,5,1,1,1,4,4,2,1,2,2,2,1,2,2,1,2,2,1,1,59
2023-11-08 12:52:42,43,1,1,NA,5,4,NA,4,NA,2,5,NA,1,NA,5,1,5,NA,1,5,NA,1,NA,2,2,5,NA,2,NA,5,5,1,NA,1,5,5,NA,5,2,NA,5,5,NA,2,1,NA,5,5,1,1,5,1,1,2,1,1,1,1,5,1,1,4,1,1,1,2,2,1,2,2,2,1,59
2023-11-08 14:41:45,43,5,NA,2,4,2,NA,4,NA,1,NA,1,1,5,5,NA,NA,1,1,5,1,NA,5,4,NA,NA,1,1,1,NA,5,1,5,NA,5,NA,1,5,NA,4,NA,5,5,4,2,NA,4,5,1,1,5,1,1,5,1,1,1,4,5,2,4,1,1,2,1,2,2,2,2,2,2,2,59
2023-11-09 10:02:59,43,5,4,NA,NA,4,2,2,NA,1,5,NA,1,NA,5,1,4,NA,1,NA,1,1,5,NA,1,NA,1,1,2,2,NA,1,NA,4,4,NA,2,NA,2,4,5,5,NA,2,2,NA,5,5,2,1,2,4,1,5,1,4,1,1,4,4,1,1,2,2,1,2,2,1,2,2,1,2,59
2023-11-10 10:06:50,43,1,1,NA,4,NA,2,1,1,NA,5,1,NA,5,4,NA,NA,1,1,NA,2,4,NA,1,5,NA,2,4,NA,5,5,1,5,NA,NA,5,1,2,NA,1,NA,2,2,NA,2,1,5,4,1,1,4,2,1,5,1,1,4,1,4,4,4,1,2,2,1,1,2,1,1,1,1,1,59
2023-11-10 13:31:16,43,4,5,NA,4,NA,2,NA,4,1,NA,2,1,NA,5,2,4,NA,1,5,1,NA,NA,4,1,5,1,NA,1,4,NA,NA,4,1,4,4,NA,NA,4,4,4,2,NA,NA,2,4,5,5,4,1,2,4,1,5,4,1,4,1,4,4,4,2,1,1,1,2,2,1,1,2,2,1,59
2023-11-10 14:43:33,43,4,NA,1,NA,4,1,4,4,NA,5,1,NA,5,5,NA,NA,1,1,5,1,NA,4,NA,1,NA,1,1,5,NA,2,1,4,NA,5,5,NA,4,NA,4,4,4,NA,2,1,NA,5,4,1,1,4,4,1,4,1,1,5,1,5,5,5,1,1,1,1,1,2,1,2,2,2,2,59
2023-11-12 18:08:58,43,2,2,NA,4,NA,2,1,NA,4,NA,1,1,5,NA,1,4,NA,1,2,NA,2,4,4,NA,4,2,NA,5,1,NA,4,2,NA,5,5,NA,NA,4,2,NA,4,4,2,NA,4,4,4,4,1,4,4,1,5,1,5,5,2,2,5,1,4,1,2,1,1,2,1,2,1,2,1,59
2023-11-13 09:07:59,43,NA,2,2,2,2,NA,NA,2,5,4,NA,2,5,NA,1,4,NA,4,NA,1,1,4,NA,2,5,NA,1,NA,4,5,NA,5,2,5,5,NA,4,2,NA,5,NA,5,4,NA,2,5,5,1,1,4,1,1,2,1,1,4,1,4,4,1,4,1,2,2,2,2,2,2,1,1,2,59
2023-11-13 10:07:30,43,2,NA,4,2,2,NA,2,4,NA,NA,1,1,NA,1,1,5,NA,1,NA,1,1,NA,2,2,4,NA,2,5,NA,2,NA,2,4,NA,4,4,5,NA,4,5,5,NA,4,2,NA,1,2,1,1,2,4,1,2,4,4,4,4,1,4,1,4,2,2,1,2,2,1,2,2,1,2,59
2023-11-14 10:10:02,43,NA,4,2,4,NA,2,2,4,NA,5,1,NA,5,5,NA,5,1,NA,5,1,NA,4,NA,2,5,NA,2,5,2,NA,4,NA,5,2,NA,4,5,2,NA,5,NA,2,NA,2,4,4,5,4,1,2,4,2,4,1,4,4,4,2,4,2,2,1,2,1,2,2,2,2,2,1,2,59
2023-11-15 10:12:48,43,NA,4,1,4,4,NA,4,NA,1,NA,1,1,5,NA,1,5,1,NA,4,NA,1,5,5,NA,5,1,NA,5,NA,2,NA,5,2,NA,4,4,5,NA,2,4,4,NA,2,5,NA,5,5,1,1,5,1,1,4,4,3,4,4,2,5,2,1,1,2,1,2,2,1,2,2,2,2,59
2023-11-15 14:36:06,43,4,4,NA,NA,2,3,2,NA,4,5,NA,1,5,NA,1,5,NA,1,5,1,NA,2,2,NA,NA,1,4,4,NA,2,1,NA,1,4,NA,2,5,NA,4,5,NA,5,NA,2,2,5,5,1,1,5,1,1,4,1,1,4,4,4,5,1,1,1,2,1,2,2,1,2,2,2,1,59
2023-11-15 16:28:04,43,4,4,NA,NA,4,4,2,2,NA,4,1,NA,NA,5,1,1,1,NA,NA,1,1,NA,2,4,5,2,NA,4,2,NA,1,NA,2,2,2,NA,5,NA,5,5,NA,5,2,NA,4,4,5,1,1,4,2,1,4,1,1,5,4,4,5,4,1,1,2,1,2,2,2,2,2,2,2,59
2023-11-15 18:48:18,43,NA,1,1,4,4,NA,2,NA,4,NA,1,1,NA,5,1,5,NA,1,5,NA,1,5,5,NA,5,NA,1,5,NA,1,1,NA,4,NA,5,1,5,1,NA,4,4,NA,2,NA,4,2,2,1,1,4,1,1,2,1,1,1,4,4,4,2,3,1,2,1,2,1,1,2,2,1,2,59
2023-11-16 10:05:19,43,5,5,NA,4,NA,4,NA,4,1,NA,1,1,5,NA,1,5,1,NA,5,NA,1,5,5,NA,NA,1,1,NA,1,1,1,NA,2,NA,5,5,5,NA,5,NA,5,5,NA,2,4,5,5,5,1,2,5,1,5,4,4,4,4,2,5,2,1,1,2,1,2,2,2,1,2,1,2,59
2023-11-16 13:28:05,43,5,NA,1,NA,5,1,5,NA,1,5,1,NA,5,5,NA,5,NA,1,5,1,NA,4,NA,2,5,NA,1,1,NA,5,NA,5,1,5,5,NA,NA,1,5,5,NA,5,1,5,NA,4,4,1,1,5,1,1,4,1,1,4,4,4,2,1,1,2,2,1,2,2,2,2,2,2,2,59
2023-11-16 15:15:54,43,5,NA,1,2,NA,2,4,2,NA,5,2,NA,5,NA,4,2,4,NA,5,NA,1,4,5,NA,NA,1,1,1,NA,5,1,5,NA,NA,5,1,5,1,NA,NA,5,5,NA,2,2,1,1,1,1,4,1,1,4,1,1,4,1,5,4,1,4,1,2,1,2,2,1,2,2,2,1,59
2023-11-17 10:32:25,43,NA,4,1,4,4,NA,NA,4,1,5,NA,1,5,5,NA,5,1,NA,5,NA,1,5,4,NA,NA,1,1,1,NA,5,1,NA,1,NA,5,5,5,1,NA,NA,5,5,4,2,NA,2,4,1,1,5,1,1,5,1,1,1,1,5,2,4,5,2,2,1,2,2,1,2,1,1,2,59
2023-11-17 18:18:30,43,4,4,NA,NA,2,2,2,NA,4,5,1,NA,5,5,NA,NA,1,1,NA,1,1,2,4,NA,5,1,NA,5,NA,4,2,2,NA,NA,2,4,4,2,NA,5,NA,5,1,NA,4,5,5,1,1,4,2,1,5,1,5,4,5,2,4,2,4,2,2,1,2,2,2,2,2,2,1,59
2023-11-18 12:30:11,43,5,5,NA,2,2,NA,2,NA,4,4,1,NA,5,NA,1,NA,1,1,5,NA,1,1,2,NA,5,1,NA,4,2,NA,NA,4,1,4,NA,2,NA,4,2,4,NA,4,NA,2,2,2,2,1,1,4,2,4,5,4,1,1,1,2,4,1,4,2,2,1,2,2,2,2,2,2,2,59
2023-11-01 08:04:25,44,NA,2,3,2,NA,3,1,2,NA,4,5,NA,NA,3,1,3,3,NA,2,4,NA,4,NA,4,2,NA,3,4,NA,5,NA,4,3,3,NA,2,2,4,NA,NA,2,4,3,NA,3,2,1,1,1,4,3,1,4,1,1,1,3,3,3,2,1,2,2,1,2,2,1,2,1,2,2,103
2023-11-01 10:05:15,44,2,NA,2,2,2,NA,1,NA,4,3,4,NA,NA,3,1,NA,3,4,3,NA,4,2,2,NA,NA,4,5,4,NA,2,1,NA,1,4,NA,2,3,NA,4,2,2,NA,4,1,NA,5,4,1,1,3,4,1,4,1,1,1,1,3,3,2,1,2,2,1,2,2,1,2,2,1,1,103
2023-11-01 14:30:24,44,NA,1,4,NA,1,3,NA,4,4,NA,3,2,3,3,NA,5,4,NA,NA,1,1,5,NA,1,5,1,NA,4,4,NA,NA,3,4,NA,2,4,4,NA,4,5,NA,5,3,NA,2,5,5,1,1,2,4,1,1,1,4,1,1,2,4,4,4,1,2,2,2,2,2,2,2,2,2,103
2023-11-01 16:02:39,44,1,1,NA,NA,1,1,NA,3,3,3,3,NA,3,NA,3,3,3,NA,4,NA,1,4,4,NA,NA,2,1,2,4,NA,NA,3,1,NA,4,2,3,3,NA,5,5,NA,2,NA,4,2,4,1,1,4,2,1,1,1,1,1,1,4,2,4,2,2,2,2,2,2,2,2,2,2,2,103
2023-11-01 19:27:48,44,NA,1,3,4,NA,2,1,2,NA,1,3,NA,1,NA,1,3,NA,3,NA,2,2,NA,5,1,3,2,NA,NA,1,1,3,2,NA,NA,2,4,NA,2,4,NA,1,1,NA,1,5,5,5,1,1,2,5,1,1,4,4,4,5,2,5,2,1,1,2,2,2,2,2,2,2,1,2,103
2023-11-02 09:19:31,44,4,NA,3,1,NA,5,2,NA,3,NA,3,1,4,4,NA,2,NA,4,NA,2,2,NA,5,1,NA,1,1,2,4,NA,NA,3,1,5,NA,1,5,NA,5,2,NA,2,NA,4,4,5,5,1,1,3,3,1,4,1,1,1,5,4,4,2,1,2,2,1,2,2,1,2,2,1,2,103
2023-11-02 10:13:14,44,4,4,NA,NA,2,4,2,2,NA,4,NA,2,4,NA,1,3,NA,3,4,NA,2,NA,4,2,5,NA,1,1,5,NA,1,5,NA,4,4,NA,4,3,NA,3,3,NA,3,2,NA,5,5,1,5,4,2,1,5,1,1,1,1,5,1,1,1,1,2,1,2,2,1,2,2,2,2,103
2023-11-02 12:08:47,44,NA,3,3,3,NA,3,1,2,NA,3,NA,3,NA,3,3,3,3,NA,NA,1,1,4,NA,2,3,1,NA,1,NA,4,1,NA,1,1,5,NA,4,NA,4,4,NA,4,3,3,NA,4,4,1,1,4,2,1,2,1,1,1,1,4,1,3,2,1,2,2,2,2,2,2,2,2,2,103
2023-11-02 14:05:18,44,3,4,NA,3,2,NA,NA,4,2,NA,2,1,5,5,NA,4,NA,2,NA,4,4,NA,2,4,4,NA,2,4,2,NA,3,NA,2,5,5,NA,NA,3,4,NA,4,2,3,NA,3,5,5,3,2,4,2,1,4,2,3,4,2,4,4,3,2,2,2,1,2,2,2,2,2,2,1,103
2023-11-02 16:03:57,44,4,5,NA,3,3,NA,NA,4,2,4,5,NA,NA,4,2,NA,2,3,NA,2,2,NA,4,4,NA,3,3,1,NA,5,1,4,NA,NA,3,3,4,NA,4,5,5,NA,2,NA,4,4,4,1,5,5,1,1,4,1,1,1,4,4,2,5,1,2,2,1,2,2,1,2,2,2,1,103
2023-11-02 18:41:19,44,2,NA,2,5,5,NA,1,NA,3,NA,5,1,4,NA,2,3,2,NA,3,1,NA,NA,3,5,NA,2,2,1,5,NA,1,NA,1,5,5,NA,NA,1,5,5,5,NA,1,NA,1,4,2,1,5,5,2,1,4,1,1,1,4,5,2,4,1,2,2,1,2,2,1,2,2,2,1,103
2023-11-03 08:03:02,44,2,2,NA,3,NA,3,1,NA,3,3,3,NA,NA,3,3,3,NA,3,4,2,NA,NA,1,5,3,4,NA,4,NA,4,1,NA,1,3,3,NA,2,2,NA,2,NA,2,4,NA,2,4,2,1,2,4,2,1,1,1,1,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,1,103
2023-11-03 10:03:42,44,4,4,NA,3,3,NA,1,2,NA,NA,1,3,5,4,NA,3,3,NA,4,NA,2,NA,3,4,NA,3,2,NA,2,3,2,4,NA,NA,4,2,2,NA,4,NA,3,3,NA,2,2,5,4,1,4,3,2,1,4,1,1,1,2,4,2,3,1,2,2,1,2,2,1,1,2,1,2,103
2023-11-03 12:06:39,44,5,5,NA,NA,5,2,4,NA,1,5,4,NA,4,NA,2,5,NA,4,4,2,NA,4,5,NA,4,NA,2,4,NA,2,2,NA,2,NA,4,2,NA,2,4,NA,2,3,NA,4,4,4,4,1,1,4,2,2,5,2,2,2,2,4,4,4,2,1,2,1,2,2,1,2,2,1,1,103
2023-11-03 14:24:06,44,4,4,NA,5,NA,2,NA,5,3,3,NA,1,NA,4,3,3,NA,3,NA,5,2,2,NA,5,NA,2,4,NA,4,4,NA,4,1,3,3,NA,5,NA,5,4,NA,4,NA,2,2,4,4,1,1,4,2,1,4,1,1,4,4,4,3,2,1,1,2,1,2,2,1,2,2,2,1,103
2023-11-03 16:28:02,44,NA,1,4,1,NA,3,1,3,NA,3,3,NA,NA,3,3,3,NA,3,4,NA,1,2,1,NA,2,4,NA,3,2,NA,1,3,NA,4,4,NA,3,3,NA,NA,4,4,3,3,NA,4,4,1,1,4,2,1,1,1,2,1,1,3,1,1,4,2,2,2,2,2,1,2,2,2,1,103
2023-11-03 18:07:47,44,NA,2,2,3,NA,2,5,4,NA,NA,5,2,2,NA,4,NA,3,2,5,NA,3,4,NA,2,2,5,NA,5,NA,1,3,1,NA,3,5,NA,3,1,NA,NA,5,2,3,3,NA,3,3,3,1,4,1,1,4,1,1,1,1,4,1,1,1,2,2,1,2,2,1,2,2,2,2,103
2023-11-04 08:02:32,44,3,NA,3,3,NA,3,3,NA,3,3,NA,3,3,3,NA,3,NA,3,3,3,NA,3,NA,3,3,NA,3,NA,3,5,3,4,NA,3,NA,3,2,NA,3,NA,3,3,3,NA,3,2,3,1,1,3,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,103
2023-11-04 11:12:56,44,1,1,NA,3,NA,3,3,NA,3,4,NA,2,NA,3,3,NA,1,1,NA,1,1,5,5,NA,NA,1,1,NA,4,4,1,4,NA,NA,5,1,5,NA,5,NA,3,3,2,4,NA,5,5,1,1,5,1,1,2,1,1,1,1,4,1,3,2,1,2,2,2,2,1,2,2,2,2,103
2023-11-04 12:26:19,44,5,NA,1,4,NA,2,4,NA,2,4,2,NA,NA,4,1,NA,1,1,5,NA,1,NA,3,1,3,2,NA,1,NA,4,NA,4,1,NA,4,2,4,2,NA,5,5,NA,2,NA,4,4,4,1,1,4,1,1,2,1,1,1,1,4,2,3,1,1,2,1,2,2,2,2,2,2,2,103
2023-11-04 14:10:05,44,NA,5,2,NA,3,2,NA,5,2,5,5,NA,5,5,NA,NA,2,2,NA,2,2,NA,3,2,5,1,NA,2,NA,4,1,NA,1,5,5,NA,4,3,NA,2,3,NA,2,NA,4,4,4,1,4,5,2,1,5,1,1,1,3,4,1,5,1,1,2,1,2,2,1,2,2,2,1,103
2023-11-04 16:11:29,44,4,NA,1,NA,5,1,NA,2,2,3,1,NA,5,4,NA,3,NA,3,4,1,NA,5,NA,2,5,1,NA,5,2,NA,NA,4,1,NA,4,4,1,NA,2,NA,1,1,5,NA,1,5,5,5,1,1,3,3,2,5,3,5,5,3,4,5,1,1,2,1,2,2,1,2,2,2,2,103
2023-11-05 10:20:47,44,4,3,NA,4,NA,2,NA,3,2,NA,1,1,NA,2,2,4,1,NA,NA,2,1,1,2,NA,NA,1,3,NA,3,4,NA,3,2,NA,4,2,4,NA,4,1,NA,1,4,NA,2,5,4,1,2,4,3,1,4,1,2,1,3,3,2,3,2,2,2,1,2,2,1,2,1,2,1,103
2023-11-05 12:04:39,44,2,2,NA,1,1,NA,3,4,NA,4,NA,1,5,5,NA,5,1,NA,4,5,NA,3,4,NA,4,2,NA,1,5,NA,1,5,NA,NA,5,1,4,NA,4,5,NA,5,NA,4,3,5,5,1,4,5,1,1,4,1,1,1,3,5,1,4,1,1,2,2,2,2,1,2,2,2,1,103
2023-11-05 16:09:51,44,4,NA,2,3,NA,2,2,NA,3,4,2,NA,NA,4,2,5,NA,1,3,3,NA,3,3,NA,3,NA,3,1,5,NA,1,NA,1,5,NA,1,3,3,NA,4,NA,4,NA,1,1,3,3,1,2,4,2,2,4,1,1,1,2,4,2,2,2,1,2,1,2,1,1,2,2,2,1,103
2023-11-05 18:02:44,44,4,4,NA,NA,1,4,NA,3,3,NA,1,1,5,NA,1,4,NA,1,NA,2,2,NA,1,4,NA,3,3,3,NA,4,NA,4,1,NA,4,2,4,NA,3,2,NA,2,4,NA,3,4,2,1,3,4,2,2,4,1,1,1,3,4,4,2,2,2,2,1,2,2,1,2,2,2,2,103
2023-11-06 08:14:05,44,NA,1,3,NA,3,3,1,2,NA,NA,3,3,4,4,NA,4,NA,2,NA,3,3,2,NA,2,3,NA,5,4,5,NA,1,4,NA,4,4,NA,NA,3,3,NA,3,3,NA,3,3,2,1,1,5,4,2,1,4,1,1,1,1,4,2,3,1,2,2,1,2,2,1,2,1,2,2,103
2023-11-06 10:03:12,44,3,3,NA,NA,1,4,2,NA,3,4,NA,2,NA,3,1,NA,1,2,4,NA,2,NA,3,4,NA,2,2,NA,1,4,1,NA,1,5,5,NA,3,NA,4,4,NA,3,2,NA,3,4,4,1,5,4,2,1,4,1,1,2,3,4,4,2,2,2,2,1,2,2,1,1,2,1,1,103
2023-11-06 12:42:27,44,4,4,NA,4,4,NA,2,NA,2,NA,1,1,5,NA,4,2,NA,4,NA,2,2,NA,2,4,4,3,NA,4,2,NA,1,4,NA,2,NA,4,3,3,NA,NA,3,3,3,2,NA,5,4,2,1,3,4,2,4,2,2,1,3,3,4,2,1,2,2,1,2,2,1,1,2,1,1,103
2023-11-06 14:38:57,44,1,1,NA,3,NA,3,1,1,NA,3,3,NA,NA,3,1,3,NA,1,NA,3,3,2,2,NA,4,3,NA,4,2,NA,NA,3,4,3,3,NA,NA,3,1,4,4,NA,3,NA,2,5,5,1,1,3,4,1,3,1,2,2,2,4,4,2,2,1,2,2,2,2,1,1,2,2,1,103
2023-11-06 16:21:18,44,2,NA,3,NA,2,3,1,1,NA,5,2,NA,5,NA,1,4,1,NA,NA,1,1,NA,4,1,NA,1,1,NA,2,2,2,NA,3,NA,3,3,3,NA,4,4,4,NA,3,3,NA,3,4,1,1,4,3,1,4,1,3,1,1,4,4,1,3,1,2,1,2,2,2,2,2,2,2,103
2023-11-06 18:11:04,44,4,NA,2,4,4,NA,2,2,NA,3,2,NA,5,NA,1,4,NA,1,NA,1,1,3,NA,1,4,NA,2,2,4,NA,1,4,NA,3,3,NA,4,3,NA,3,NA,3,2,4,NA,3,3,1,1,4,2,1,3,1,1,1,1,4,3,2,2,2,2,1,1,2,1,2,2,2,2,103
2023-11-07 08:03:47,44,3,3,NA,3,3,NA,3,NA,3,NA,3,3,3,3,NA,3,NA,3,3,3,NA,3,3,NA,3,NA,3,3,3,NA,3,3,NA,NA,5,2,NA,3,3,3,3,NA,NA,3,3,2,3,1,1,5,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,2,1,2,2,103
2023-11-07 11:02:29,44,2,2,NA,2,NA,3,2,NA,3,4,2,NA,NA,4,2,NA,1,1,NA,4,1,NA,4,2,4,NA,1,NA,5,5,NA,5,2,NA,5,1,NA,4,4,4,4,NA,NA,3,4,4,4,1,2,5,1,1,3,1,1,1,2,4,2,3,1,1,2,2,2,2,2,2,2,2,2,103
2023-11-07 12:28:31,44,NA,3,3,2,2,NA,3,2,NA,NA,2,2,5,5,NA,3,NA,2,4,NA,2,NA,4,2,4,2,NA,NA,4,4,1,NA,1,5,5,NA,4,NA,4,NA,4,4,NA,4,4,4,4,1,1,4,2,1,4,1,1,1,1,4,2,2,1,1,2,1,2,2,2,2,2,1,2,103
