"CaseID","Age","Sex","BFI1","BFI2","BFI3","BFI4","BFI5","BFI6","BFI7","BFI8","BFI9","BFI10","BFI11","BFI12","BFI13","BFI14","BFI15","BFI16","BFI17","BFI18","BFI19","BFI20","BFI21","BFI22","BFI23","BFI24","BFI25","BFI26","BFI27","BFI28","BFI29","BFI30","BFI31","BFI32","BFI33","BFI34","BFI35","BFI36","BFI37","BFI38","BFI39","BFI40","BFI41","BFI42","BFI43","BFI44","BFI45","BFI46","BFI47","BFI48","BFI49","BFI50","BFI51","BFI52","BFI53","BFI54","BFI55","BFI56","BFI57","BFI58","BFI59","BFI60"
"Survey1Emerging000499",25,1,4,4,1,4,2,4,5,1,4,4,1,2,5,1,4,4,2,4,4,5,4,1,1,5,2,1,4,2,4,2,1,4,4,2,5,2,2,5,1,3,4,2,5,4,2,2,2,1,2,4,2,5,5,2,2,5,4,2,2,4
"Survey1Emerging000500",24,1,3,5,1,1,2,3,4,4,3,2,4,2,4,1,4,5,4,1,1,3,1,1,2,1,1,3,5,1,2,4,4,5,2,4,4,4,2,4,3,2,3,1,4,4,2,4,1,1,1,2,2,5,5,4,2,4,3,1,3,2
"Survey1Emerging000501",22,1,2,5,2,4,5,1,5,1,5,4,1,4,5,5,2,5,1,4,4,4,2,1,1,5,2,4,5,1,5,4,5,5,5,4,1,4,2,5,1,2,4,4,5,4,1,5,1,1,4,2,5,5,5,1,4,4,5,2,2,2
"Survey1Emerging000502",19,1,5,4,5,5,4,5,3,4,5,5,1,1,4,5,5,4,3,3,5,5,5,1,1,5,5,5,3,5,4,2,5,3,4,5,5,4,3,5,2,5,5,2,5,4,1,3,5,1,3,1,3,5,5,5,3,4,2,3,5,5
"Survey1Emerging000503",25,1,1,5,1,4,4,1,5,1,4,4,5,1,5,2,1,3,2,5,2,3,4,1,1,1,1,4,4,1,4,2,4,5,5,1,3,3,1,5,1,3,1,4,5,4,2,3,1,1,4,1,1,4,5,1,1,3,4,1,3,4
"Survey1Emerging000504",22,1,2,4,5,5,1,2,5,4,4,5,1,4,4,4,5,5,1,5,2,5,4,2,4,5,4,5,4,4,2,1,5,5,2,2,2,5,1,5,3,5,2,4,5,5,2,4,4,1,2,4,4,4,4,4,1,4,3,5,4,4
"Survey1Emerging000505",21,1,3,5,1,4,2,4,5,4,3,3,3,4,5,5,3,4,2,5,4,4,5,4,2,4,5,4,4,2,2,4,4,4,5,4,4,2,4,5,3,4,3,3,5,3,4,3,4,1,2,2,2,4,5,4,3,4,4,2,4,2
"Survey1Emerging000506",24,1,5,4,2,4,1,2,5,1,4,5,1,2,4,5,4,3,4,4,2,5,3,1,2,4,1,1,4,2,4,5,1,3,2,2,5,2,1,4,2,4,5,2,4,2,2,4,4,4,3,1,4,4,5,2,1,5,5,4,2,5
"Survey1Emerging000507",25,1,4,5,4,5,3,5,3,4,4,4,2,2,3,3,3,3,4,5,4,4,4,5,2,4,2,2,5,5,4,5,4,1,4,2,3,4,3,4,5,1,4,3,3,5,5,5,5,4,4,3,4,4,1,5,2,5,5,5,4,4
"Survey1Emerging000508",23,1,2,4,4,4,2,4,4,4,4,5,4,4,4,4,4,4,3,3,4,4,3,4,2,4,2,4,3,5,2,1,5,4,4,4,5,3,4,4,2,4,4,4,4,3,3,4,4,4,2,1,4,4,4,3,1,4,4,4,4,4
"Survey1Emerging000509",23,1,2,5,4,2,1,1,5,4,4,4,2,2,4,4,4,4,1,4,5,5,2,1,4,2,2,4,4,2,2,2,5,4,3,5,5,4,2,4,5,5,4,4,5,2,1,2,1,4,1,1,4,5,4,5,1,4,5,2,4,4
"Survey1Emerging000510",23,1,4,5,1,2,5,3,5,2,4,4,1,2,5,4,3,5,1,4,4,4,2,1,4,4,5,5,5,2,3,4,4,4,5,5,4,4,1,5,2,5,4,4,5,3,2,2,1,1,1,2,5,5,5,2,4,4,3,2,3,3
"Survey1Emerging000511",22,1,4,4,2,2,2,2,5,2,2,2,1,1,5,2,2,2,5,2,5,4,2,2,2,1,2,4,5,2,1,4,4,5,2,5,5,4,1,3,5,2,2,2,4,1,2,2,1,4,1,2,2,5,4,5,2,2,4,4,5,2
"Survey1Emerging000512",25,1,2,5,4,1,1,3,4,4,2,5,2,3,4,4,4,4,2,4,3,5,2,1,3,1,3,4,4,3,2,2,4,4,2,5,5,3,4,4,5,4,1,5,4,2,3,3,1,2,1,2,4,5,2,5,3,4,4,1,5,4
"Survey1Emerging000513",23,1,3,4,3,1,4,2,4,4,2,4,2,4,4,5,3,2,2,4,5,4,2,4,4,2,1,2,3,2,1,3,4,3,3,5,3,4,4,4,5,4,3,4,5,2,2,5,2,3,1,3,5,5,3,5,2,3,2,3,4,4
"Survey1Emerging000514",19,1,5,5,4,2,1,4,5,2,4,5,2,4,3,5,5,1,5,4,5,5,5,2,4,4,1,4,5,5,1,1,2,5,4,5,5,2,2,2,3,5,4,1,4,1,1,5,1,2,1,1,2,5,4,4,1,5,4,5,5,5
"Survey1Emerging000515",24,1,1,5,5,2,1,1,5,5,2,5,4,4,4,5,1,5,2,4,5,5,2,1,5,2,1,4,5,4,2,4,5,4,2,5,4,4,4,2,4,4,4,2,5,1,1,2,4,5,1,2,5,5,2,4,2,5,4,5,5,2
"Survey1Emerging000516",20,1,4,4,2,2,3,4,4,3,3,5,2,4,4,5,4,4,2,5,4,4,4,4,4,2,2,2,3,4,2,2,4,4,4,5,4,2,4,5,4,3,4,4,4,2,2,3,4,2,2,4,2,4,3,4,3,4,2,5,4,2
"Survey1Emerging000517",21,1,5,3,2,3,5,3,5,3,4,5,4,3,4,4,5,2,4,4,4,5,5,3,2,2,3,2,2,3,4,5,1,5,3,4,5,3,4,4,4,5,3,5,5,3,1,3,4,3,2,4,3,4,4,4,2,3,3,2,4,5
"Survey1Emerging000518",23,1,2,5,2,3,5,4,5,3,3,3,3,1,4,3,3,2,5,5,4,4,3,1,3,1,3,5,5,2,3,4,5,5,4,4,4,1,2,5,4,5,2,3,3,2,5,3,1,1,1,3,3,4,3,4,1,5,5,1,4,3
"Survey1Emerging000519",25,1,4,4,3,4,4,4,4,3,3,4,2,4,4,4,4,4,4,4,4,1,4,4,3,3,4,4,4,3,3,2,4,4,4,4,2,3,4,4,4,4,2,4,4,2,4,4,4,2,4,5,3,4,4,4,4,4,4,2,4,4
"Survey1Emerging000520",22,1,4,5,4,4,5,4,5,3,2,5,1,4,4,4,4,3,1,4,2,5,5,4,4,1,2,4,4,4,1,1,3,5,2,4,5,2,3,4,1,3,2,4,5,1,1,5,1,2,2,1,2,5,4,1,2,4,4,4,5,5
"Survey1Emerging000521",21,1,5,5,1,4,1,5,5,1,5,5,1,1,5,2,5,1,5,5,3,5,5,1,1,5,1,2,5,2,4,1,4,5,5,2,5,1,2,5,2,5,5,3,5,5,2,5,1,1,5,1,5,5,5,1,2,5,4,2,1,5
"Survey1Emerging000522",22,1,4,4,1,2,1,4,5,2,4,5,1,2,5,2,5,1,1,5,4,5,4,4,4,5,1,2,4,2,4,1,2,4,5,4,5,2,1,5,1,5,4,4,5,4,1,5,1,1,1,1,2,5,5,2,1,4,2,1,2,5
"Survey1Emerging000523",20,1,5,4,3,4,2,3,5,3,5,5,1,2,5,4,4,1,4,5,4,5,5,3,1,5,5,1,5,2,5,5,4,5,2,4,5,2,3,5,3,4,5,5,5,5,5,5,1,4,2,4,2,5,5,1,3,5,3,4,3,5
"Survey1Emerging000524",20,1,2,4,4,4,2,1,4,4,3,4,4,4,4,2,3,5,4,3,5,4,2,2,4,4,1,2,4,4,3,2,5,4,4,5,5,5,2,3,3,5,4,5,4,4,1,1,2,2,1,2,5,4,3,4,2,4,4,4,4,3
"Survey1Emerging000525",25,1,2,5,4,3,1,3,4,4,4,4,4,3,4,3,4,5,1,4,3,5,4,2,4,2,1,4,2,2,4,1,4,5,4,5,5,2,3,4,4,5,2,4,4,3,1,2,2,2,1,1,2,5,5,4,1,3,2,1,3,4
"Survey1Emerging000526",23,1,3,4,2,4,1,3,5,4,3,5,2,4,4,2,3,4,1,5,4,5,4,2,2,3,2,4,4,4,2,2,4,5,4,5,5,2,3,4,2,5,2,4,3,2,2,3,1,2,1,2,2,5,4,2,1,3,2,5,3,4
"Survey1Emerging000527",20,1,4,5,5,1,4,4,5,4,2,4,2,4,4,4,2,4,5,2,4,5,4,4,4,2,4,2,3,4,1,4,4,4,1,5,5,2,4,4,5,4,4,5,5,1,1,5,2,4,2,1,1,4,1,4,2,5,1,4,5,4
"Survey1Emerging000528",25,1,4,4,3,2,2,4,4,2,2,4,3,3,3,3,4,2,2,2,4,4,3,4,4,2,3,2,4,4,4,2,4,4,3,2,4,4,4,3,3,2,4,4,2,3,1,4,1,2,2,4,2,4,4,4,2,3,3,4,1,4
"Survey1Emerging000529",23,1,1,4,1,4,1,5,4,1,4,5,2,4,5,4,5,4,2,5,4,5,5,2,2,4,1,3,3,2,3,2,5,4,4,4,4,2,4,5,3,5,3,4,5,4,2,1,4,1,1,2,1,3,5,4,1,2,2,4,2,4
"Survey1Emerging000530",21,1,2,4,4,3,2,4,4,4,2,5,2,3,4,4,4,4,2,4,4,4,3,2,2,2,2,3,2,2,3,3,4,4,3,5,3,2,4,5,4,4,1,4,4,4,2,2,2,2,1,3,3,4,5,4,3,3,3,3,3,3
"Survey1Emerging000531",18,1,4,5,5,2,5,3,5,2,3,5,4,3,3,4,3,3,5,3,4,5,2,2,3,4,2,5,5,2,2,4,3,5,1,5,4,4,2,5,4,3,4,3,4,3,3,5,1,3,1,1,5,5,3,4,3,2,4,1,4,3
"Survey1Emerging000532",18,1,4,4,2,4,1,3,5,2,4,5,2,3,4,4,4,4,2,4,4,5,4,2,3,2,1,3,3,4,3,1,4,5,3,4,5,2,2,4,3,5,4,4,4,3,1,4,3,2,4,1,2,4,3,3,5,4,3,4,3,4
"Survey1Emerging000533",24,1,5,5,1,5,4,5,5,1,5,5,4,2,5,1,5,4,3,5,4,5,5,1,1,4,1,4,5,2,5,1,1,5,5,1,4,1,1,5,1,5,5,1,5,5,1,5,2,1,5,1,1,5,5,1,2,5,4,2,1,5
"Survey1Emerging000534",23,-1,5,5,2,4,2,4,5,2,4,5,1,3,4,2,5,1,5,4,2,4,4,2,1,5,2,2,4,1,4,2,1,5,3,1,4,1,1,5,1,4,5,3,5,4,1,5,1,1,4,2,1,4,5,2,2,5,4,1,2,5
"Survey1Emerging000535",25,1,1,4,2,1,4,2,5,2,4,4,4,4,4,3,2,4,1,3,2,4,1,1,3,4,2,4,5,1,2,2,5,4,4,5,4,4,1,4,5,4,2,3,4,3,1,2,1,1,2,2,4,5,5,4,2,4,5,1,3,2
"Survey1Emerging000536",23,1,2,4,4,1,1,2,5,2,2,5,4,4,2,4,4,3,3,5,4,5,1,2,4,1,4,4,2,4,1,1,4,4,4,5,5,5,4,4,5,5,2,5,3,1,4,3,4,1,1,1,5,4,5,5,2,4,2,5,5,2
"Survey1Emerging000537",22,1,2,4,5,3,5,4,5,5,3,5,4,5,4,5,5,3,3,3,5,5,3,2,4,2,2,5,1,5,2,4,5,4,3,5,5,3,2,4,5,5,1,5,4,3,2,4,4,2,2,3,3,5,3,5,2,3,3,1,4,5
"Survey1Emerging000538",24,1,4,5,1,3,3,2,5,3,4,5,3,2,5,4,4,4,2,5,3,5,4,1,1,4,3,4,4,2,3,2,4,5,5,4,5,2,1,5,3,4,3,3,5,4,2,4,1,1,3,1,2,5,5,4,1,4,4,1,4,4
"Survey1Emerging000539",24,1,4,4,3,4,2,3,4,3,4,4,2,4,4,4,4,3,2,4,4,5,4,3,2,3,2,3,3,4,2,4,4,4,4,3,4,3,3,3,3,3,3,4,4,3,1,4,2,2,2,3,3,4,4,2,3,3,4,4,4,3
"Survey1Emerging000540",21,-1,5,5,4,3,1,5,5,3,4,3,3,4,4,5,4,3,5,4,5,1,1,3,4,2,1,1,3,5,2,1,3,5,3,5,5,3,2,3,5,3,5,1,4,3,1,5,3,4,1,3,3,5,4,4,1,3,3,4,5,1
"Survey1Emerging000541",24,1,5,5,2,5,3,5,5,3,5,5,4,1,5,2,5,2,4,5,2,5,4,1,2,5,5,1,5,3,5,2,2,5,5,3,5,3,2,5,1,5,5,3,5,4,3,5,1,1,2,2,2,5,4,2,3,5,5,3,2,5
"Survey1Emerging000542",18,-1,5,5,2,4,5,2,5,2,4,5,2,2,4,4,5,5,5,2,5,5,4,1,1,3,2,2,5,4,5,4,5,5,2,1,5,3,1,4,3,5,4,5,4,4,1,4,1,2,5,4,3,5,2,4,2,2,4,1,1,5
"Survey1Emerging000543",23,1,2,5,1,2,4,2,4,2,3,4,2,3,3,3,2,5,4,5,4,2,2,1,3,3,3,4,4,2,2,3,5,3,5,5,3,4,3,5,4,5,3,5,5,4,3,1,3,1,1,5,5,3,5,4,2,3,4,2,4,2
"Survey1Emerging000544",22,1,4,5,1,1,4,4,4,2,4,4,5,3,4,4,4,4,4,4,4,4,4,1,4,3,3,4,4,2,1,3,4,4,5,5,4,2,3,4,4,4,1,3,5,1,2,4,2,1,1,2,2,4,5,5,2,4,3,4,4,4
"Survey1Emerging000545",21,1,3,4,4,3,3,3,5,4,4,4,3,3,4,3,4,5,2,3,3,5,2,4,2,2,3,4,4,4,3,3,4,4,2,5,5,2,3,4,4,5,2,4,3,5,2,2,2,4,4,4,4,5,5,4,3,3,3,3,4,3
"Survey1Emerging000546",25,1,5,5,3,1,4,5,5,1,5,5,2,1,5,5,4,1,5,4,3,5,4,2,1,3,4,3,4,1,2,2,2,5,4,4,5,3,1,5,1,4,2,3,5,3,1,5,1,1,2,3,1,5,5,1,1,5,5,1,4,4
"Survey1Emerging000547",22,1,5,5,3,5,3,5,5,1,5,5,1,4,5,2,5,4,5,5,5,4,5,4,2,5,1,1,5,3,2,2,2,5,5,4,4,2,1,5,1,3,5,5,5,4,4,4,1,1,2,2,1,5,5,1,2,5,5,4,5,5
"Survey1Emerging000548",23,1,1,5,4,2,1,2,5,3,4,5,3,3,4,4,4,5,1,4,4,5,1,1,2,4,1,3,4,2,2,1,5,5,3,5,5,5,1,5,5,4,2,5,5,4,2,1,4,1,1,2,4,5,5,5,1,3,4,2,4,4
"Survey1Emerging000549",19,1,5,5,1,2,1,4,5,2,5,5,1,5,4,4,5,4,5,5,4,5,4,4,2,4,2,4,5,4,2,1,4,5,4,5,5,5,3,5,2,4,5,5,5,4,2,5,2,2,2,1,4,5,5,2,2,5,5,1,5,5
"Survey1Emerging000550",19,1,2,5,4,2,5,5,5,4,4,4,4,2,4,2,5,5,5,2,4,5,1,3,4,5,1,4,4,2,2,5,5,5,3,5,4,2,4,5,4,5,4,5,4,5,4,4,3,2,4,4,4,4,5,4,4,3,3,1,3,5
"Survey1Emerging000551",19,-1,4,2,4,3,4,3,4,4,3,4,4,3,4,3,2,3,3,1,2,3,4,1,2,3,3,4,3,2,3,4,4,3,3,3,4,3,2,5,2,4,4,3,3,2,5,4,3,4,3,2,2,4,3,4,3,3,5,3,2,3
"Survey1Emerging000552",22,1,2,5,4,2,3,2,5,4,4,5,2,2,4,4,4,5,5,4,4,3,2,1,4,4,4,2,5,4,2,4,4,4,2,4,4,4,1,5,4,3,2,4,4,4,4,2,1,2,2,4,5,5,4,4,2,4,4,5,4,4
"Survey1Emerging000553",22,1,5,5,1,5,5,5,5,1,5,4,4,3,5,4,4,3,3,5,4,5,4,1,1,3,1,2,5,3,3,1,4,5,5,3,5,2,2,5,4,5,5,3,5,5,1,5,4,2,4,1,2,5,5,4,1,5,5,1,3,5
"Survey1Emerging000554",18,1,5,5,1,4,1,3,5,1,3,5,1,2,5,4,5,4,1,5,4,5,4,1,1,1,1,4,2,4,2,1,4,5,5,5,5,2,4,5,4,5,4,4,5,4,1,5,1,1,1,1,5,5,5,4,1,4,4,4,4,5
"Survey1Emerging000555",21,1,5,4,4,2,4,4,5,4,2,5,2,3,5,4,4,4,2,4,4,2,5,4,4,5,2,4,4,1,2,4,4,4,2,4,2,1,2,5,2,4,5,4,5,2,1,5,3,4,1,4,1,5,5,3,4,5,2,1,4,4
"Survey1Emerging000556",20,1,4,2,1,2,3,4,3,2,4,2,4,3,2,4,3,4,2,4,4,4,1,4,2,4,1,4,4,4,4,4,2,4,2,4,1,4,5,2,2,1,3,2,2,4,3,3,3,1,4,4,2,4,3,3,4,2,4,3,1,2
"Survey1Emerging000557",23,1,4,5,1,3,3,3,4,2,2,5,2,3,5,3,3,2,5,5,4,2,4,3,2,2,3,3,5,2,2,3,4,3,5,5,3,2,2,4,2,4,3,4,5,3,3,4,2,1,1,2,2,4,5,2,3,3,5,1,4,4
"Survey1Emerging000558",18,1,4,5,5,1,3,3,5,4,4,5,1,4,5,5,5,3,2,5,4,5,2,4,3,4,3,4,4,4,2,3,5,2,2,4,5,3,4,5,1,4,4,4,5,2,1,5,4,4,1,1,4,5,4,1,3,4,3,4,5,5
"Survey1Emerging000559",22,1,2,5,2,2,1,5,5,3,2,5,2,4,2,4,5,5,1,5,4,5,1,1,3,2,2,2,3,2,3,1,5,5,3,5,4,4,1,5,4,5,3,3,5,4,2,2,2,1,1,2,5,5,5,5,1,1,3,1,2,4
"Survey1Emerging000560",25,1,1,4,5,1,4,4,4,4,1,5,5,5,2,5,2,5,2,5,5,5,1,4,5,2,2,5,2,3,1,2,4,3,3,5,4,5,3,2,5,4,2,5,2,1,2,4,5,4,1,5,4,4,4,5,2,1,1,5,5,4
"Survey1Emerging000561",18,1,2,5,3,4,4,2,5,4,3,5,2,2,4,5,5,5,5,5,4,5,2,1,5,3,1,5,4,3,4,1,5,4,4,5,5,4,2,5,5,5,3,4,4,4,2,2,4,2,1,2,4,4,4,5,5,5,3,2,4,4
"Survey1Emerging000562",22,1,5,4,4,2,1,4,5,4,5,5,2,2,4,4,5,2,2,4,4,5,4,4,5,4,1,4,5,4,2,1,2,4,2,5,5,2,2,5,5,4,3,4,4,4,2,4,2,4,5,1,5,4,5,5,1,5,4,4,4,4
"Survey1Emerging000563",23,1,5,5,4,4,4,5,5,4,4,5,2,2,5,2,5,2,5,4,3,5,4,1,2,5,2,4,4,4,5,2,2,4,4,4,5,2,2,5,2,4,4,4,5,5,2,5,1,2,4,2,1,5,5,2,2,5,5,4,3,5
"Survey1Emerging000564",23,1,4,3,1,4,2,2,4,4,2,4,2,4,4,3,4,2,4,4,4,4,2,2,4,3,4,4,2,2,2,2,3,3,4,4,4,4,4,3,4,4,2,4,4,4,2,2,2,2,2,4,4,4,2,4,2,2,2,2,2,3
"Survey1Emerging000565",18,1,4,5,2,3,3,4,5,3,5,1,2,3,4,3,3,5,4,3,4,5,4,3,3,4,2,5,4,4,3,1,4,4,3,4,5,3,5,4,2,5,2,3,4,3,2,3,3,2,4,1,2,4,4,2,4,3,4,4,3,3
"Survey1Emerging000566",18,1,2,5,1,4,1,1,5,1,3,5,2,1,5,1,5,3,1,5,4,5,3,2,1,2,2,2,5,3,4,1,4,5,5,4,5,3,2,5,4,5,1,4,5,3,1,3,1,1,2,1,4,5,5,4,2,3,5,2,1,5
"Survey1Emerging000567",24,1,2,3,4,4,2,4,5,5,3,4,2,2,3,4,3,3,3,4,3,4,4,2,5,3,4,2,5,2,2,2,4,4,2,4,4,3,2,3,2,3,1,2,4,2,2,3,2,3,2,2,2,5,4,3,3,4,3,4,4,3
"Survey1Emerging000568",24,1,5,5,3,4,1,4,5,4,4,4,1,4,5,3,4,3,1,4,3,4,4,4,1,4,3,2,4,3,4,2,2,3,4,3,4,1,4,4,2,4,5,3,5,5,1,5,2,2,2,1,2,5,4,3,3,4,5,3,3,4
"Survey1Emerging000569",20,1,4,4,4,5,2,4,5,4,4,5,2,2,5,1,5,2,2,2,3,5,4,2,5,4,2,3,5,4,5,1,3,4,2,3,5,2,4,5,1,4,4,4,5,5,1,4,4,3,4,1,2,5,5,1,2,4,5,4,2,5
"Survey1Emerging000570",23,-1,5,5,1,5,1,5,5,1,5,5,1,1,5,1,5,1,4,5,1,5,5,1,1,5,1,1,4,1,5,1,1,5,5,1,5,1,3,5,1,5,5,1,5,5,1,5,5,1,5,1,1,5,5,4,5,5,5,5,1,5
"Survey1Emerging000571",23,1,4,3,4,3,3,3,3,3,3,5,4,3,4,3,3,3,3,3,5,3,3,3,3,3,3,4,4,4,3,4,5,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,2,3,3,3
"Survey1Emerging000572",24,1,4,5,1,2,4,3,5,1,4,4,1,3,5,3,3,2,1,5,4,2,5,1,1,4,1,3,5,1,4,5,4,5,4,4,1,3,1,5,1,4,4,1,5,4,1,4,1,1,2,4,2,5,5,1,5,4,5,1,4,1
"Survey1Emerging000573",23,-1,3,5,2,5,4,4,5,2,5,5,2,2,5,1,5,5,5,5,2,2,5,2,4,5,4,2,5,4,5,2,4,5,4,4,2,2,2,5,1,5,4,2,5,4,2,3,1,2,4,3,2,5,5,1,2,5,4,4,2,4
"Survey1Emerging000574",24,1,1,2,1,1,4,4,4,4,1,5,4,5,2,5,5,5,4,5,5,5,1,4,4,1,5,2,1,1,2,1,5,4,5,5,5,1,4,5,5,5,1,5,4,2,4,1,5,1,1,2,5,4,4,5,2,2,1,1,4,5
"Survey1Emerging000575",23,-1,2,5,2,2,3,3,4,1,2,4,4,3,5,2,3,3,3,5,4,4,3,2,3,2,3,3,3,2,4,5,4,4,5,4,4,3,2,5,4,4,3,4,4,4,3,3,1,1,2,4,4,5,4,4,3,4,3,2,1,3
"Survey1Emerging000576",22,-1,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,3,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,1,1,1,5,5,1,5,5,1,1,1,1,1,5,1,5,1,5,1,5,5,5,5,5
"Survey1Emerging000577",22,1,4,5,2,3,2,2,5,1,5,5,1,2,5,2,5,2,5,4,4,4,4,2,4,4,1,4,4,1,5,5,1,5,5,2,5,4,2,4,1,4,5,2,5,5,2,5,1,1,3,1,5,5,5,1,2,5,4,3,2,5
"Survey1Emerging000578",20,-1,2,4,2,4,2,4,4,2,3,2,3,2,3,2,4,2,3,2,2,4,3,2,2,3,2,2,2,2,2,2,3,4,2,2,4,2,2,4,2,2,2,2,2,2,2,3,2,2,2,2,2,4,5,2,2,4,2,2,2,4
"Survey1Emerging000579",22,1,4,2,5,3,5,3,4,4,4,4,4,4,4,4,4,5,3,3,4,4,3,3,4,2,2,3,2,4,3,4,4,3,2,4,4,4,2,2,4,5,2,4,3,2,1,2,4,4,3,4,2,4,4,5,3,2,3,2,4,4
"Survey1Emerging000580",24,1,3,5,5,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,5,4,4,2,4,1,2,4,5,4,2,3,4,4,2,5,5,4,4,2,4,4,2,4,4,2,3,2,2,4,5,4,3,5,3,4,3,2,3,3,4,5
"Survey1Emerging000581",21,1,4,5,4,2,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,2,3,4,2,4,2,4,2,2,2,4,4,2,4,4,2,2,4,3,3,4,4,4,2,3,4,2,2,2,2,2,4,4,2,4,4,2,4,4,4
"Survey1Emerging000582",25,1,5,5,4,4,1,3,5,4,4,3,1,3,2,3,4,5,5,3,3,5,1,3,3,4,2,1,3,4,4,1,4,3,2,3,5,1,3,3,3,2,5,4,4,2,3,4,2,3,2,1,4,5,3,3,1,5,3,3,4,5
"Survey1Emerging000583",20,1,2,4,2,3,4,2,5,1,4,5,2,2,5,1,4,5,4,5,2,4,2,1,2,4,4,1,5,2,4,4,5,5,4,3,4,4,2,5,3,5,4,2,5,5,2,2,1,1,2,4,4,5,5,2,5,4,4,1,1,4
"Survey1Emerging000584",18,1,1,5,1,1,2,4,5,1,4,4,2,4,5,3,2,4,1,5,4,3,2,1,2,1,1,1,5,1,4,2,4,5,5,4,4,3,2,5,3,1,2,3,5,5,1,3,1,1,1,4,3,5,5,2,2,3,4,2,2,2
"Survey1Emerging000585",25,1,4,5,2,4,2,4,4,2,4,5,2,3,4,2,4,2,4,3,4,5,4,3,3,4,2,3,3,2,4,1,3,3,3,2,5,2,4,4,2,5,4,3,4,4,1,5,3,3,2,1,3,5,4,2,2,4,4,4,3,4
"Survey1Emerging000586",25,1,4,4,1,2,1,3,5,2,3,4,4,3,4,1,5,5,4,4,4,5,4,1,4,5,4,4,3,4,3,5,4,4,3,5,5,2,3,5,2,5,1,5,4,3,1,3,2,4,1,2,4,5,5,4,1,2,2,3,1,4
"Survey1Emerging000587",22,1,2,4,2,1,2,2,4,2,3,3,2,2,4,4,4,4,4,3,2,4,2,2,2,3,3,3,4,2,3,2,5,4,4,4,4,3,3,4,4,4,2,4,4,3,2,3,2,1,1,1,4,4,4,5,2,2,2,2,3,4
"Survey1Emerging000588",23,1,5,5,1,3,1,5,4,1,1,3,3,4,5,3,5,1,3,5,3,5,5,3,3,3,1,1,3,3,3,1,3,3,4,5,5,3,4,5,5,4,3,5,5,4,3,5,3,1,1,3,3,5,5,5,3,3,3,3,5,5
"Survey1Emerging000589",19,1,3,4,4,3,1,4,5,4,4,5,3,1,4,2,5,5,2,4,4,5,3,1,4,4,1,2,4,2,5,5,5,5,3,4,4,3,2,4,3,5,3,4,4,4,2,2,3,4,3,2,3,5,4,2,1,2,3,3,2,4
"Survey1Emerging000590",23,1,4,5,5,1,1,4,5,4,4,5,2,2,5,2,5,2,1,1,4,5,4,2,4,3,1,4,5,2,2,1,4,5,1,5,5,1,1,3,4,5,4,4,5,3,2,4,1,4,1,1,4,4,4,4,1,5,3,2,4,5
"Survey1Emerging000591",23,1,3,5,3,1,2,2,4,3,4,4,1,2,4,3,4,4,4,2,5,5,1,1,4,2,1,4,5,3,1,1,4,4,3,5,4,5,3,3,3,5,3,4,4,2,1,2,1,2,5,1,4,4,3,4,3,4,4,4,4,4
"Survey1Emerging000592",22,1,5,5,2,4,4,5,5,4,4,5,1,2,5,4,5,1,1,5,4,4,4,1,1,2,1,1,4,2,2,1,2,1,5,4,4,2,2,4,5,4,4,2,5,4,1,5,1,1,1,2,2,5,3,5,1,5,5,2,2,5
"Survey1Emerging000593",19,1,4,4,4,3,4,3,5,3,3,4,3,2,4,4,2,3,3,3,2,3,5,2,3,4,3,2,3,2,3,4,3,2,4,3,4,3,1,4,2,3,4,2,4,4,1,4,2,2,2,3,3,5,4,2,3,3,4,2,2,3
"Survey1Emerging000594",21,1,1,5,3,2,3,4,4,4,3,5,4,2,4,3,4,2,2,3,4,4,2,2,4,1,2,5,4,2,2,3,4,4,2,4,4,3,2,3,4,4,2,4,4,2,2,2,1,3,2,1,4,4,4,4,2,2,4,2,3,3
"Survey1Emerging000595",20,1,5,4,4,1,3,4,4,5,2,4,4,3,3,5,4,4,4,3,3,4,3,3,4,3,5,5,3,4,5,4,4,4,3,5,3,3,4,3,4,3,2,5,4,3,2,5,4,2,2,2,5,1,3,2,3,4,4,4,5,4
"Survey1Emerging000596",18,1,4,3,2,3,1,5,5,3,3,3,2,3,3,2,2,4,1,5,1,5,5,4,2,3,1,4,5,4,3,3,3,5,5,4,3,3,4,5,3,4,3,4,3,3,1,2,3,2,2,3,3,5,3,3,3,2,4,3,2,3
"Survey1Emerging000597",19,1,4,4,2,2,3,3,4,4,3,4,3,1,4,4,5,5,4,2,4,4,4,1,3,4,3,4,5,3,3,4,5,4,2,3,5,2,2,3,3,4,3,3,4,4,3,1,1,1,3,3,3,4,3,2,4,5,3,3,4,4
"Survey1Emerging000598",25,1,2,4,1,2,3,3,4,2,2,3,3,3,4,4,3,5,4,4,4,1,4,4,2,2,2,2,3,2,3,4,3,3,4,3,3,3,3,3,3,3,2,4,4,3,4,1,3,1,2,2,3,4,4,3,2,3,1,2,3,3
