"","Sociab.1","Compass.1","Organiz.1","Anxiety.1","Aesth.1","Assert.1","Respect.1","Product.1","Depres.1","Curious.1","Energy.1","Trust.1","Respons.1","Volat.1","Creativ.1","Sociab.2","Compass.2","Organiz.2","Anxiety.2","Aesth.2","Assert.2","Respect.2","Product.2","Depres.2","Curious.2","Energy.2","Trust.2","Respons.2","Volat.2","Creativ.2","Sociab.3","Compass.3","Organiz.3","Anxiety.3","Aesth.3","Assert.3","Respect.3","Product.3","Depres.3","Curious.3","Energy.3","Trust.3","Respons.3","Volat.3","Creativ.3","Sociab.4","Compass.4","Organiz.4","Anxiety.4","Aesth.4","Assert.4","Respect.4","Product.4","Depres.4","Curious.4","Energy.4","Trust.4","Respons.4","Volat.4","Creativ.4"
"732",2,5,4,4,1,2,5,4,2,5,2,3,3,5,5,3,2,5,1,5,3,5,4,5,4,5,4,5,3,1,1,5,5,5,5,4,4,4,3,4,1,2,5,5,2,2,5,5,3,5,4,5,3,4,3,3,5,5,5,3
"733",2,2,2,4,2,3,4,2,4,4,3,2,5,5,2,2,3,4,4,3,2,4,2,2,4,1,2,4,4,3,1,4,4,4,2,2,2,2,3,4,2,3,4,2,4,2,2,4,4,4,2,4,2,4,4,2,1,3,4,3
"734",4,5,5,4,1,5,5,3,2,4,5,5,5,2,2,2,5,5,2,1,1,5,5,2,2,3,5,5,4,2,2,5,5,4,4,2,5,5,4,2,4,2,4,4,2,4,5,5,4,4,1,4,4,4,1,4,5,4,2,4
"735",2,4,2,5,4,4,4,4,4,4,2,4,5,5,2,2,2,2,4,2,2,5,1,4,4,2,4,4,4,4,1,4,1,5,4,4,2,4,2,5,2,2,2,4,5,4,5,4,4,4,3,4,2,4,5,2,4,4,4,2
"736",4,5,5,3,2,4,5,5,2,4,5,3,3,4,4,1,4,5,3,4,5,5,4,1,3,5,4,3,3,4,2,5,4,5,3,4,4,4,4,5,4,4,5,3,2,4,3,5,3,5,2,4,1,1,4,5,4,4,4,5
"737",1,4,4,3,4,3,4,2,2,4,4,3,4,5,4,3,2,5,4,4,2,3,2,3,5,2,4,3,4,2,2,4,4,5,4,2,2,4,4,5,3,2,5,4,3,4,2,4,5,2,4,5,2,5,3,4,3,5,5,1
"738",2,4,1,5,2,4,4,2,5,2,1,1,2,5,2,2,1,5,5,2,5,2,2,4,3,2,2,2,4,2,2,2,5,5,4,2,1,2,5,2,2,2,2,5,4,1,4,4,2,2,5,2,2,5,5,1,5,1,5,2
"739",4,5,1,2,2,3,5,3,2,5,5,3,4,5,2,3,1,4,3,4,1,5,2,2,4,5,5,4,5,2,1,3,5,5,4,3,5,3,4,5,5,4,4,4,5,4,5,5,5,2,1,5,3,4,4,4,5,3,5,1
"740",3,3,5,3,3,4,4,3,3,3,3,3,5,3,3,3,4,5,3,3,4,4,3,3,1,4,4,4,3,3,2,4,5,4,4,3,2,5,2,3,3,3,5,2,3,3,4,5,2,3,3,4,5,2,2,3,4,3,3,4
"741",5,5,3,3,3,3,5,5,3,5,4,4,4,4,5,3,1,3,3,5,4,5,3,3,3,3,4,3,3,5,2,4,3,5,5,3,3,5,3,4,4,2,5,2,5,4,3,5,3,4,3,5,5,4,3,4,5,4,1,5
"742",4,4,2,3,4,3,4,2,2,4,4,3,4,3,3,2,4,2,3,4,4,3,2,2,5,2,4,3,2,3,2,4,2,2,5,3,3,3,2,5,3,3,5,2,4,3,2,3,2,4,2,4,4,3,4,3,3,2,2,3
"743",4,4,1,5,4,5,5,4,4,4,5,2,5,4,4,4,2,5,5,4,5,4,4,2,4,5,2,4,4,5,1,3,5,4,2,4,2,5,2,4,1,2,5,4,5,2,2,5,2,3,5,4,4,1,2,4,2,4,4,4
"744",3,4,5,3,3,3,4,4,2,3,4,4,4,2,3,2,4,4,2,2,3,4,4,2,2,3,4,4,2,3,2,4,4,2,2,3,4,4,1,3,4,4,4,2,3,2,4,5,2,2,3,4,4,2,2,4,4,4,2,3
"745",4,5,2,4,5,2,5,2,4,4,2,2,2,4,4,2,5,5,2,5,2,4,1,4,4,2,4,2,5,5,3,4,4,5,4,2,4,4,5,4,2,5,3,5,4,4,5,2,5,5,2,5,4,5,4,4,4,2,5,2
"746",2,4,4,4,1,3,5,2,4,5,3,2,4,4,4,3,5,2,4,4,2,5,1,2,2,2,5,2,4,4,1,5,3,5,4,3,2,4,5,3,3,1,4,4,5,4,4,4,4,5,4,5,4,5,5,3,2,2,4,3
"747",4,5,1,1,2,5,5,1,3,2,1,1,3,3,5,1,4,5,5,5,4,3,1,3,3,3,5,4,3,2,2,5,1,5,2,1,1,5,5,5,2,1,4,1,5,5,1,4,1,5,1,5,5,5,1,5,2,1,5,5
"748",4,5,5,1,1,3,5,5,1,5,5,2,5,1,5,2,5,5,3,5,2,5,5,1,5,5,5,5,1,5,2,5,5,2,5,5,5,5,3,5,5,5,5,1,5,4,5,5,4,5,4,5,5,1,5,5,5,5,1,4
"749",4,5,3,2,1,3,4,3,2,4,2,4,5,4,4,1,2,4,4,4,4,3,2,3,2,3,4,2,3,2,2,3,3,3,4,5,5,4,4,4,4,2,5,2,2,5,2,4,2,3,2,5,4,4,3,3,4,3,4,3
"750",5,5,5,1,4,5,5,5,1,5,4,4,5,3,5,5,3,5,3,4,5,4,5,1,4,4,5,4,2,3,4,4,4,3,4,4,2,5,2,5,4,3,5,1,5,5,5,4,1,5,5,5,5,1,2,4,3,5,2,5
"751",4,4,5,1,2,3,5,5,2,5,4,5,5,1,4,3,1,5,2,5,3,5,4,2,3,4,4,3,1,4,2,5,5,3,5,4,5,5,3,4,4,3,5,1,4,3,5,5,2,4,3,5,5,3,2,5,5,4,1,4
"752",3,4,3,4,3,4,5,1,5,5,4,2,5,5,3,3,4,4,5,5,4,3,1,4,4,5,3,1,1,3,2,5,3,5,4,2,2,5,4,5,2,2,5,3,4,2,2,4,5,4,2,5,5,3,3,4,4,1,3,5
"753",5,5,5,1,2,3,5,5,1,4,5,5,5,1,5,4,5,5,1,5,4,5,5,1,5,5,5,5,1,1,5,5,5,1,5,5,5,5,1,5,5,4,5,1,5,5,5,5,1,5,3,5,5,1,1,5,5,5,2,5
"754",3,3,4,4,3,3,5,3,3,4,4,2,4,3,2,1,3,4,4,4,2,3,2,3,1,4,5,3,3,4,1,3,3,4,4,2,3,4,3,2,2,2,4,3,4,2,5,5,5,2,2,4,3,3,4,2,3,3,4,3
"755",3,4,4,2,3,4,5,3,5,5,2,2,5,5,5,5,2,5,5,5,5,2,2,1,5,1,4,1,1,3,2,5,5,4,3,4,2,5,4,5,5,1,4,1,4,5,1,5,5,4,4,5,5,5,2,4,2,2,1,5
"756",1,5,5,5,5,2,5,2,4,5,4,4,5,5,3,1,5,4,5,5,3,4,2,2,5,2,4,4,5,5,1,2,4,5,5,3,4,2,5,5,1,4,5,5,5,2,5,4,5,5,3,5,2,5,5,5,5,4,5,4
"757",4,5,2,4,2,4,5,4,4,5,2,2,4,4,4,4,5,5,4,2,4,4,4,5,5,4,3,2,2,5,4,2,4,5,2,3,4,2,4,5,4,4,4,4,4,4,4,4,1,4,2,4,2,4,4,4,2,2,4,4
"758",5,5,5,2,5,3,5,5,1,4,4,5,3,3,3,3,3,5,4,3,3,3,5,1,2,4,5,5,3,3,3,5,5,5,4,3,3,4,3,3,3,2,3,3,3,5,3,5,1,1,3,5,4,1,3,4,3,5,1,3
"759",3,4,3,3,5,4,4,2,2,5,5,2,3,5,5,4,3,3,4,5,3,2,2,2,5,2,2,2,4,5,3,4,4,5,5,3,2,4,4,5,5,3,4,3,5,4,4,4,5,5,1,4,4,5,5,5,3,1,4,5
"760",5,5,4,3,2,5,5,5,2,5,4,4,5,3,5,1,5,4,3,5,5,5,4,2,3,4,4,4,3,4,1,3,5,4,5,3,5,5,4,5,4,1,5,4,3,5,4,5,2,5,4,5,5,4,3,5,2,5,3,5
"761",2,4,5,4,4,4,4,4,4,4,4,2,4,4,2,1,2,5,4,4,2,4,4,4,2,3,4,4,4,2,1,4,5,5,4,2,2,5,4,4,2,2,4,4,4,3,4,4,5,3,3,4,5,4,4,4,3,4,4,2
"762",2,3,2,3,2,2,4,2,3,3,4,4,3,3,3,1,4,3,4,2,2,3,2,3,3,3,4,3,2,2,1,3,3,3,2,2,4,3,2,2,3,3,3,3,2,2,4,3,3,2,3,4,4,2,3,2,3,4,2,2
"763",1,5,1,5,4,1,4,2,3,5,2,4,4,5,2,2,5,2,5,4,1,5,1,5,4,3,5,4,5,4,1,4,2,5,5,2,5,3,5,3,2,4,4,4,5,4,4,4,5,4,1,5,4,4,2,4,4,2,5,2
"764",2,5,3,3,2,3,4,2,3,4,3,3,5,2,3,3,4,4,4,4,2,2,1,4,2,4,5,2,3,2,2,3,3,4,3,3,2,5,4,3,2,2,5,4,3,4,3,4,3,2,3,4,5,4,3,2,5,3,4,3
"765",4,5,2,4,5,2,5,2,2,5,5,3,4,5,5,2,3,4,5,5,3,5,2,5,5,3,5,3,5,5,1,5,4,5,5,4,5,4,5,4,3,3,4,3,5,5,2,5,5,5,3,5,4,5,4,4,3,3,5,4
"766",2,2,2,4,3,4,4,5,1,3,4,4,4,1,2,1,4,4,5,2,4,4,5,2,4,2,4,3,1,2,2,4,4,4,2,2,3,5,5,4,2,2,4,1,4,4,1,4,2,1,3,5,5,3,5,4,4,4,1,2
"767",5,5,2,2,4,5,5,2,1,4,1,2,5,5,5,1,5,5,3,3,4,2,2,1,3,3,5,2,2,1,1,4,4,4,5,3,2,5,1,5,5,1,5,4,5,5,5,4,3,2,2,5,5,1,3,5,5,2,5,5
"768",5,4,4,2,4,3,5,1,2,5,5,2,5,4,4,4,4,5,4,3,4,5,5,1,5,2,5,2,4,2,4,4,4,5,4,4,5,4,2,4,2,2,4,4,4,5,3,5,4,4,4,5,5,2,3,5,5,2,4,2
"769",5,5,3,2,3,4,5,2,1,4,3,2,5,3,5,4,1,4,3,4,5,4,2,4,5,3,5,4,3,2,3,5,4,5,4,2,4,4,4,5,5,2,5,2,4,5,4,2,4,4,3,5,4,4,3,5,4,4,4,3
"770",5,4,3,5,2,5,4,4,2,4,2,1,3,5,4,2,2,3,4,3,5,3,5,2,3,3,5,5,4,3,3,5,4,5,3,5,2,5,4,5,1,2,4,4,3,5,2,3,2,3,5,4,5,5,4,2,2,2,5,4
"771",5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,2,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,1,5,5,5,5,5
"772",2,5,1,4,4,4,5,1,4,5,2,2,5,5,2,1,2,1,4,5,3,2,2,5,5,1,5,2,4,4,1,5,1,4,5,2,2,4,5,4,3,1,5,4,5,4,3,2,5,5,2,4,4,5,4,4,2,2,5,4
"773",1,5,5,1,1,5,5,4,1,5,4,2,5,5,3,1,2,5,5,3,5,5,4,1,4,2,5,5,4,3,1,2,5,5,2,5,1,5,3,4,4,1,5,2,5,1,1,5,4,3,5,5,5,4,1,3,4,5,4,3
"774",5,5,4,1,4,5,5,5,1,5,5,4,5,2,5,3,5,4,3,5,4,4,5,1,5,3,3,5,1,5,4,5,5,5,5,4,5,5,2,5,5,4,5,1,5,3,5,4,3,5,3,5,5,3,4,5,5,5,3,5
"775",4,4,2,2,5,4,4,4,2,5,5,4,4,4,4,2,4,2,4,5,5,4,1,1,5,4,4,3,1,5,2,4,4,2,4,4,2,4,2,4,4,3,4,2,5,3,2,4,3,4,4,4,4,2,4,3,3,4,2,4
"776",3,5,3,3,3,3,4,2,2,5,4,3,4,3,4,3,1,4,4,4,2,4,2,2,4,3,4,3,3,3,2,4,3,5,4,3,3,3,4,5,4,4,4,3,4,3,5,2,5,2,3,4,4,4,2,3,4,2,4,5
"777",5,5,1,5,5,4,5,3,2,5,5,5,5,4,5,2,5,2,5,5,4,2,2,2,5,3,5,1,5,5,1,5,3,5,5,3,3,5,4,5,5,1,3,3,5,5,4,2,3,5,4,5,5,2,5,5,5,3,4,5
"778",2,3,4,4,2,3,3,1,4,3,2,2,2,5,5,3,2,2,5,3,3,2,2,5,2,2,3,2,4,2,1,4,2,4,3,2,1,2,5,3,3,3,5,4,2,4,1,3,5,1,3,3,2,5,2,4,4,2,5,4
"779",1,5,5,5,5,1,5,1,5,5,5,5,5,5,5,1,1,5,5,5,4,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5
"780",2,5,4,5,5,1,4,2,5,4,5,1,2,5,1,4,5,4,5,4,1,4,1,5,1,4,4,2,5,5,2,4,5,5,5,1,4,2,5,1,3,2,4,5,5,5,4,5,5,1,1,4,2,5,3,2,2,5,5,4
"781",5,5,4,4,3,3,5,4,2,5,4,4,5,3,4,4,5,3,3,3,3,3,3,3,4,4,4,4,3,3,4,5,4,3,4,3,5,4,2,4,5,2,4,3,4,5,5,5,4,4,3,5,4,2,3,5,5,4,3,3
"782",2,5,2,2,2,4,4,3,2,3,2,2,5,4,4,2,2,5,5,4,3,2,2,3,4,3,2,4,2,4,2,5,4,4,4,2,3,4,4,3,3,3,4,3,2,4,4,4,2,2,3,5,5,5,4,4,4,2,4,4
"783",4,5,5,3,3,4,5,5,2,4,4,3,5,3,4,4,1,5,4,3,4,4,5,2,4,4,4,3,3,3,2,5,5,4,5,4,3,5,1,4,4,3,5,3,3,5,3,5,4,3,4,5,5,2,3,5,4,3,3,3
"784",2,5,5,1,2,4,5,3,2,5,5,3,5,1,4,5,5,5,3,5,1,5,2,3,3,1,5,3,3,2,1,5,5,4,5,3,4,5,1,4,1,3,5,2,4,4,3,5,4,4,1,5,4,1,5,4,5,4,4,3
"785",3,2,5,4,2,3,3,5,3,3,2,5,5,1,2,3,4,2,4,2,5,5,4,3,1,5,4,5,5,5,3,5,3,2,3,3,5,3,3,5,2,2,2,1,2,5,5,2,2,4,5,5,4,3,2,3,2,2,1,3
"786",2,4,2,4,4,3,4,2,3,5,4,3,4,4,3,3,4,3,3,5,2,4,4,2,4,4,3,3,3,4,1,4,3,4,4,3,2,3,3,4,3,2,4,3,5,2,4,5,5,5,3,4,3,4,4,3,3,3,3,3
"787",4,2,4,1,4,4,4,4,2,5,4,3,4,2,5,4,3,4,4,4,4,4,2,2,4,4,1,3,3,5,3,3,4,3,5,3,3,5,3,4,4,2,5,1,3,4,2,5,3,3,3,3,4,3,5,3,2,4,3,5
"788",2,5,2,4,5,3,5,1,4,5,3,2,5,5,4,1,2,4,4,5,3,2,2,4,4,1,4,2,4,5,1,4,2,4,5,3,3,4,5,5,2,1,4,1,2,3,2,2,5,5,3,4,5,5,5,4,2,2,5,4
"789",4,3,2,2,4,3,5,1,2,3,4,3,4,3,4,3,2,4,3,4,3,5,4,1,4,2,1,2,3,2,2,3,3,5,4,4,2,5,4,4,3,2,5,3,4,4,2,4,5,1,3,5,4,4,3,4,3,3,4,4
"790",5,5,2,2,3,4,5,3,3,4,2,4,5,3,4,4,1,4,3,5,5,5,3,2,4,4,3,4,2,5,4,5,4,3,4,5,3,5,2,4,3,4,5,3,4,4,5,4,4,3,4,5,5,2,3,5,4,3,2,3
"791",2,5,4,2,3,3,5,2,3,4,4,2,4,2,3,2,4,4,4,4,3,4,3,2,4,2,3,4,4,4,2,4,3,5,4,4,4,4,4,4,2,2,4,3,4,4,4,5,3,4,2,4,3,3,4,3,3,3,3,3
"792",4,5,5,5,5,4,4,3,5,5,1,2,3,5,5,1,2,5,5,5,4,5,5,5,5,3,4,1,5,4,1,4,5,5,5,1,2,5,5,5,4,1,5,4,2,3,1,5,5,5,3,5,5,5,5,5,3,1,5,5
"793",4,5,4,1,5,4,5,4,2,5,4,3,5,4,5,1,2,5,4,5,5,5,2,1,5,4,2,2,2,2,2,5,4,4,5,4,4,5,2,5,5,1,5,2,5,2,5,5,2,5,4,5,4,2,1,5,2,5,5,5
"794",4,2,4,3,2,3,4,4,3,4,3,4,4,4,4,3,3,4,4,3,3,3,4,2,4,4,2,2,3,3,2,4,4,3,3,4,3,4,2,4,3,3,4,2,3,3,2,3,4,3,3,4,4,3,3,3,2,4,3,3
"795",5,4,5,2,5,5,5,5,2,4,4,4,5,4,4,5,1,2,2,2,5,5,5,1,4,4,5,4,2,4,5,4,4,2,4,4,4,5,1,4,5,5,5,1,4,5,5,5,1,5,4,5,5,1,4,4,4,4,2,4
"796",4,4,4,3,3,2,5,2,2,2,4,2,5,4,4,2,2,4,4,4,4,5,2,2,5,3,4,2,2,4,1,4,4,3,3,4,2,5,2,5,2,3,5,2,4,2,4,3,3,1,2,4,5,2,4,3,4,2,3,4
"797",4,5,2,4,4,4,4,3,2,5,4,4,3,4,4,4,1,4,4,5,2,4,2,4,4,2,5,1,5,4,2,4,4,4,5,4,4,4,5,5,4,2,3,5,5,5,5,4,5,2,3,5,4,5,4,5,4,2,4,4
"798",4,5,4,4,5,4,4,5,2,5,5,4,4,5,4,4,1,2,4,5,3,5,4,2,5,5,3,4,3,4,2,4,3,4,5,4,3,4,3,5,5,2,4,3,5,5,4,5,4,5,2,5,5,5,5,5,4,5,3,4
"799",5,5,2,5,5,5,3,4,2,5,5,3,4,5,5,2,5,3,5,5,3,4,4,3,3,4,4,1,4,1,1,4,3,4,5,3,3,4,5,5,5,2,5,4,5,5,1,5,1,4,2,5,4,4,4,5,4,1,5,5
"800",3,4,4,4,4,3,4,3,3,4,4,3,3,4,3,2,4,3,4,4,2,4,3,4,3,2,4,3,3,4,3,3,4,4,5,4,3,4,4,3,3,2,3,3,4,4,3,2,4,4,3,4,4,3,4,4,3,3,4,3
"801",3,4,3,3,2,4,4,4,2,4,4,4,4,2,4,3,2,3,3,5,4,3,4,2,5,4,3,3,3,5,2,4,3,3,5,3,4,4,2,5,4,3,4,2,4,3,3,5,3,5,4,4,4,3,5,4,3,3,2,4
"802",5,5,2,1,1,3,4,4,1,5,5,2,4,2,2,4,3,1,2,1,5,4,1,4,2,4,5,4,4,2,4,4,5,5,4,4,4,5,3,2,5,4,5,4,2,5,4,5,3,4,4,4,5,2,2,5,5,4,5,4
"803",2,5,5,4,3,5,5,1,3,5,1,4,2,5,4,1,2,5,4,3,4,4,1,4,1,4,4,2,5,2,1,5,5,4,5,2,2,5,4,4,1,2,5,4,1,2,2,4,5,1,1,5,5,4,3,2,3,3,5,3
"804",4,5,4,4,2,4,5,4,4,4,3,4,4,4,4,4,2,4,4,5,2,2,2,4,4,4,4,1,4,2,4,4,2,4,5,4,2,4,4,5,4,2,5,1,4,5,2,4,4,5,4,4,4,4,1,3,2,3,4,2
"805",2,4,5,4,2,4,5,3,4,4,4,3,4,5,3,2,1,4,3,3,4,2,2,3,3,2,4,5,4,4,2,4,5,4,3,3,3,4,2,2,2,2,4,4,4,2,5,5,4,2,2,4,4,1,1,3,2,4,5,3
"806",5,5,5,2,4,4,5,5,1,4,4,4,5,4,4,4,4,4,3,5,4,2,4,2,4,4,4,4,2,2,4,5,5,2,4,4,5,5,2,3,5,4,4,2,4,5,4,5,2,4,4,4,4,2,4,5,5,4,2,5
"807",3,3,5,2,2,4,5,5,2,4,4,2,5,2,3,2,4,5,4,4,5,4,4,2,5,5,3,4,2,2,2,4,5,4,4,3,2,5,2,4,2,3,5,2,4,2,2,5,4,4,5,5,5,2,2,2,4,4,2,2
"808",5,5,4,4,1,3,5,2,2,5,5,4,5,5,2,4,2,5,5,5,4,3,4,4,4,5,5,1,5,5,2,5,5,4,5,4,4,5,5,5,5,2,5,4,5,5,1,5,2,5,2,5,5,5,5,3,4,2,5,4
"809",5,3,5,1,4,4,5,3,2,5,5,4,4,2,4,5,4,5,3,5,5,5,5,1,5,5,5,5,2,5,5,4,5,2,5,4,4,5,1,4,4,4,5,1,5,5,3,5,1,4,5,4,5,1,2,4,4,5,3,4
"810",5,5,4,4,5,4,5,5,4,4,5,4,5,4,5,5,1,4,4,5,5,4,5,2,4,5,5,2,4,5,5,3,4,4,5,4,3,4,4,5,5,2,5,4,5,5,2,5,2,5,5,5,4,3,3,5,4,3,5,3
"811",4,4,4,3,4,4,5,4,2,4,4,4,4,2,4,3,4,4,4,5,3,4,3,4,4,3,4,4,2,4,2,5,3,4,5,3,4,5,3,5,4,2,5,2,4,4,4,4,3,3,3,5,5,2,3,3,3,4,4,4
"812",2,5,5,4,4,4,5,4,4,3,1,2,5,5,2,1,5,4,1,5,1,5,5,3,5,3,1,5,5,4,1,2,5,4,4,4,5,5,4,3,1,2,5,3,4,1,4,5,4,5,2,5,5,3,5,1,3,5,4,2
"813",4,4,2,3,2,4,4,3,3,5,3,3,4,3,4,3,4,3,4,4,4,2,3,2,2,3,3,3,4,3,3,3,2,3,3,4,3,4,4,4,4,3,3,3,3,4,1,4,3,4,3,4,4,4,2,3,3,3,3,4
"814",3,4,2,5,5,3,4,5,3,5,4,1,5,5,3,5,5,1,5,5,1,2,2,5,5,1,5,3,5,5,2,5,3,4,2,5,5,3,5,4,1,1,5,4,5,5,5,5,1,5,3,5,3,4,5,3,1,4,4,5
"815",3,5,2,3,1,3,5,2,2,4,4,3,4,2,4,2,1,4,5,5,4,5,3,3,3,2,5,2,2,2,1,3,4,4,5,3,4,4,3,5,4,3,5,3,2,3,4,3,4,4,1,5,4,4,3,4,3,5,3,3
"816",1,2,5,4,2,4,4,2,3,4,2,2,4,3,3,3,4,1,1,4,3,5,4,2,5,1,4,4,2,2,4,5,3,3,4,2,3,2,1,2,5,3,3,3,5,4,5,4,2,2,5,1,1,1,2,1,3,5,1,5
"817",5,5,4,2,2,4,5,3,2,4,4,2,4,2,4,4,4,4,2,5,5,4,4,1,4,2,4,2,2,4,4,3,4,3,4,4,2,5,2,4,3,2,4,2,2,5,2,4,4,4,5,4,5,3,4,4,3,4,2,4
"818",5,2,5,3,3,4,5,4,3,5,3,3,4,1,4,5,2,4,2,3,4,3,3,2,1,4,4,5,1,3,5,4,4,2,2,4,2,4,2,4,3,2,5,2,4,5,1,5,1,3,3,4,3,2,3,3,2,5,2,4
"819",5,5,1,5,5,2,5,2,1,5,5,4,4,3,4,1,5,4,4,5,1,5,2,2,2,2,4,4,2,5,2,5,1,5,5,3,5,4,4,4,5,5,5,4,2,3,5,3,5,4,1,5,4,2,4,5,5,2,4,3
"820",5,5,5,1,5,5,5,4,2,5,5,5,5,1,5,5,5,5,3,5,5,5,4,1,4,4,4,5,1,5,4,5,5,2,3,4,5,5,1,5,5,4,5,1,4,3,5,5,2,3,4,5,5,1,5,5,4,4,1,5
"821",4,5,4,2,5,4,5,2,2,4,5,2,5,4,4,2,1,4,4,5,2,4,4,4,3,4,5,4,4,5,2,4,4,4,5,2,4,4,3,4,4,4,5,4,4,4,5,4,5,5,2,5,4,2,4,4,5,5,5,4
"822",5,5,5,1,1,5,5,4,1,5,4,5,5,3,5,3,3,4,3,5,4,5,4,1,5,5,5,5,1,4,3,5,4,3,5,3,5,4,3,5,5,3,5,1,4,5,5,5,3,5,3,5,5,3,4,5,4,3,3,5
"823",5,5,5,2,4,3,4,5,2,3,3,5,4,1,5,3,4,5,2,5,3,5,3,2,3,3,4,5,2,4,2,5,4,1,5,1,4,4,2,5,5,1,5,1,4,4,5,5,2,5,4,5,5,2,4,4,5,2,2,4
"824",4,3,5,5,1,5,4,5,5,4,3,3,4,4,3,5,2,5,5,2,5,3,4,2,2,5,3,4,3,4,2,3,5,5,5,4,4,5,4,5,4,2,4,3,1,5,2,5,4,4,5,4,5,4,3,3,3,2,2,4
"825",1,5,4,1,1,5,5,4,1,5,4,2,5,2,5,2,1,3,4,2,5,2,4,4,4,2,4,2,4,3,1,5,2,1,3,2,4,4,1,2,1,3,5,2,2,2,1,2,3,1,4,5,5,1,3,3,5,4,2,2
"826",3,4,5,4,5,4,4,4,4,5,4,4,4,4,4,3,4,4,4,5,4,3,3,3,5,4,1,2,4,4,2,4,5,4,5,4,3,5,3,4,4,1,4,4,5,3,2,5,5,5,5,3,5,3,5,5,3,2,4,4
"827",4,4,3,2,5,3,4,2,2,5,2,2,4,1,4,4,4,4,3,5,4,4,4,2,4,3,4,4,3,5,2,4,4,4,4,4,3,5,3,3,3,2,4,2,5,4,4,5,1,3,3,4,4,3,4,4,2,3,2,4
"828",5,5,3,4,4,4,5,2,4,5,4,2,4,5,4,4,5,5,4,5,4,5,2,2,2,2,5,1,3,5,2,3,5,5,4,2,2,4,2,4,4,5,4,4,2,5,4,5,5,5,2,4,4,3,4,4,5,2,2,4
"829",1,5,5,2,1,2,5,5,2,3,4,4,5,1,1,1,5,5,1,1,1,5,5,4,5,2,1,5,5,2,1,5,5,1,1,3,5,5,4,4,2,4,5,2,5,1,5,5,5,2,4,5,5,4,3,4,2,5,1,1
"830",2,5,1,5,5,5,5,2,5,5,4,4,4,5,5,4,1,2,5,5,4,5,3,5,4,1,5,1,5,5,1,5,2,5,4,3,4,5,5,5,4,1,4,4,5,4,1,2,4,4,4,5,3,5,4,4,5,4,5,4
"831",5,5,2,2,2,5,5,1,2,4,2,2,4,5,4,3,2,4,5,4,5,1,2,1,2,2,3,1,2,1,2,5,5,5,3,1,1,4,5,5,4,2,5,2,2,4,1,3,2,2,2,4,5,4,2,5,5,3,4,5
"832",5,5,5,1,5,5,5,5,1,5,5,3,5,1,5,4,1,5,3,5,5,5,5,1,5,5,4,5,1,5,5,5,5,1,5,5,5,5,1,5,5,4,5,1,5,5,5,5,1,5,5,5,5,1,5,5,4,5,1,5
"833",3,3,1,4,1,3,5,1,1,5,1,2,2,5,3,1,2,5,4,4,4,2,2,4,4,3,2,1,4,2,1,4,2,4,4,2,2,3,5,4,1,1,3,4,1,2,1,5,5,1,2,4,5,5,5,1,1,2,4,4
"834",4,4,5,1,4,4,5,5,1,5,2,4,5,3,5,2,2,5,3,3,5,5,5,1,1,5,3,3,3,5,2,2,5,1,4,3,2,5,1,5,4,4,5,1,5,5,3,5,1,1,5,5,5,1,1,4,3,5,1,4
"835",4,5,3,2,3,3,5,2,2,3,2,2,3,3,4,1,3,3,3,4,2,4,2,3,3,4,5,3,3,2,2,3,2,2,3,2,4,3,4,3,4,4,3,2,5,3,4,4,4,4,1,4,3,4,3,4,3,3,3,2
"836",3,2,4,3,4,2,4,4,4,4,2,2,4,2,4,2,4,4,4,4,4,3,4,4,4,4,3,2,4,5,2,4,4,4,5,3,3,4,4,4,4,2,4,3,4,4,2,4,4,5,3,2,4,4,3,3,3,4,4,4
"837",3,5,2,4,5,3,4,2,3,5,3,2,4,3,4,1,4,4,5,5,3,3,2,4,5,3,5,3,3,3,1,4,3,5,5,2,2,4,4,5,3,2,4,4,4,2,2,3,4,5,2,4,4,5,5,2,4,3,4,4
"838",5,5,2,2,1,3,5,4,3,5,4,4,5,3,4,1,1,5,4,5,4,5,3,3,3,3,5,3,3,1,1,5,5,3,5,4,5,4,3,3,3,2,5,1,3,1,4,5,2,5,3,3,5,4,2,5,5,2,2,5
"839",4,5,4,2,3,4,5,3,2,4,4,3,4,2,4,2,4,5,4,3,3,2,4,1,3,4,4,4,2,3,3,4,4,3,3,3,3,4,2,4,4,2,5,2,4,4,4,4,2,4,3,4,4,2,3,4,4,2,2,4
"840",5,2,2,4,5,4,3,4,1,1,4,4,5,1,5,4,1,3,3,5,5,5,5,1,5,3,1,3,3,5,5,5,1,3,5,5,3,5,4,4,4,3,4,2,5,5,3,5,2,5,5,5,2,4,5,4,5,1,3,5
"841",5,5,2,1,1,5,5,1,1,5,2,2,5,5,4,2,1,4,4,5,4,2,2,2,2,1,4,2,2,2,2,4,4,5,5,2,2,5,4,5,4,1,5,1,2,5,2,1,2,1,2,4,4,4,2,5,5,1,5,5
